Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,achieves_objective,achieves_planned_objective,adjacent_to,age_at_time_of_sampling,agent_in,alternative term,antibody_produced_by,antisymmetric property,author_of,bearer_of,construct_backbone,contact_email,contained_in,contains,contributor,creator,curator note,database_cross_reference,date/time,definition,definition,definition source,DeprecatedProperty,derived_into,derives from (ro),derives_from_cell_line,derives_from_material_anatomical_entity,derives_from_organism,derives_from_organism_or_virus,derives_from_specimen,description,develops into,editor note,editor preferred term,example of usage,expand assertion to,expand expression to,expressed_in_organism,expresses_construct,first order logic expression,first_name,funded_by,funds,gene_cross_reactivity,has curation status,has grain,has ID digit count,has ID policy for,has ID prefix,has ID range allocated to,has input,has obsolescence reason,has output,has_accession_number,has_affected_gene_entrez_id,has_affiliation,has_agent,has_alternative_id,has_antibody_registry_ID,has_antibody_target,has_application_toward,has_author,has_bacterial_host_strain,has_biosafety_level,has_CAS_number,has_catalog_number,has_clone_ID,has_co-developed_line,has_conjugate,has_contact,has_derived_specimen,has_diagnosis,has_diagnosis_description,has_director,has_documentation,has_eligibility_requirment,has_end_date,has_entrez_gene_id,has_expertise,has_format,has_function,has_gene_symbol,has_geographic_restriction,has_immunogenic_material,has_improper_part,has_InChI_key,has_infectious_history,has_input_type,has_insert_size,has_integral_part,has_inventory_number,has_IUPAC_name,has_lot_number,has_mammalian_phenotype,has_manufacturer,has_molecular_weight,has_narrow_synonym,has_obo_namespace,has_organization_member,has_output_type,has_parental_strain_name,has_part,has_participant,has_pathological_stage,has_phase,has_phenotype,has_phenotype_anatomical_entity,has_phenotype_annotation,has_phenotype_biological_process,has_phenotype_quality,has_phenotypic_sex,has_PI,has_potency,has_preparation_technique,has_producer_cell_type,has_producer_strain,has_proper_part,has_PubChem_CID,has_PubMed_ID,has_purity_grade,has_related_synonym,has_relationship_to_proband,has_residency_requirement,has_restriction,has_role,has_selectable_marker,has_sequence,has_sequence_alteration,has_software_license,has_source,has_specified_input,has_specified_output,has_start_date,has_study_population,has_tag,has_topic,has_uniPROT_ID,has_url,has_viability,http://data.bioontology.org/metadata/obo/part_of,http://data.bioontology.org/metadata/prefixIRI,http://data.bioontology.org/metadata/treeView,http://eagle-i.org/ont/app/1.0/inPropertyGroup,http://eagle-i.org/ont/app/1.0/preferredDefinition,http://eagle-i.org/ont/app/1.0/preferredLabel,http://purl.obolibrary.org/obo/ERO_0002026,http://purl.obolibrary.org/obo/RO_0001900,http://purl.org/net/OCRe/statistics.owl#curator,http://purl.org/net/OCRe/study_protocol.owl#develop_comment,http://www.geneontology.org/formats/oboInOwl#date,http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym,http://www.geneontology.org/formats/oboInOwl#id,http://www.geneontology.org/formats/oboInOwl#ObsoleteProperty,http://www.geneontology.org/formats/oboInOwl#replacedBy,http://www.geneontology.org/formats/oboInOwl#saved-by,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#bottomObjectProperty,http://www.w3.org/2002/07/owl#deprecated,http://www.w3.org/2002/07/owl#topObjectProperty,http://www.w3.org/2003/06/sw-vocab-status/ns#term_status,http://www.w3.org/2004/02/skos/core#notation,human_study_performed_by,implements,imported from,improper_part_of,in branch,in_subset,infects_target_organism,inheres in,integral_part_of,is denotator type,is_contact_for,is_director_of,is_encoded_in,is_manufactured_by,is_matching_specimen,is_member_of_organization,is_member_of_resource_collection,is_performed_by,is_PI_of,is_realized_by,is_specified_output_of,lab_data_format,lab_delivery_address,last_name,library_count,located_in,location of,mailing_address,matching_specimen,member of,model_number,model_of,objective_achieved_by,objective_achieved_by_operation,OBO foundry unique label,obsolete_is_member_of_family,obsolete_production_funded_by,obsolete_relationship_to_proband,occurs_in,operating_system,organism_generated_from_construct,originates_from_country,output_of,part_of,participates in,participates_in_human_study,performs,performs_human_study,phone_number,preceded_by,precedes,produced_by,produces,proper_part_of,provides_access_to,provides_service,realizes,realizes_protocol,recognizes_protein_uniprot_ID,recognizes_species,related_biological_specimen,related_cell_line,related_immunotechnique,related_research_project,related_technique,related_viral_construct,related_virus,relationship,role_of,scope note,service_provided_by,species_non_reactivity,specifies_the_use_of,target_modification,target_subregion,term editor,term replaced by,title,title (dce),transformation_of,transformed_into,used_by,used_to_generate_organism,used_to_study,uses,uses_software,version
http://purl.obolibrary.org/obo/NCBITaxon_11632,Retroviridae,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_10239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCBITaxon:11632,,,,,,,,,,,,,,,,,Retroviridae,,,,,,,,http://purl.obolibrary.org/obo/ncbitaxon.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/ERO_0001194,reagent library,,A reagent that consists of a collection of individual reagents of a given type.|Placeholder for class to be imported from the Reagent Ontology (ReO).,false,,,http://purl.obolibrary.org/obo/BFO_0000040,,,,,,,,,,,,,,,,,,,,A reagent that consists of a collection of individual reagents of a given type.,,PERSON: Matthew Brush,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/OBI_0000086,,,,,,,,,,,,,,,,ERO:0001194,,,,,,,,,,,,,,,Placeholder for class to be imported from the Reagent Ontology (ReO).,,reagent library,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/OBI_0000094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON: Matthew Brush,,,,,,,,,,,
http://purl.obolibrary.org/obo/NCBITaxon_10245,Vaccinia virus,vaccinia virus VV,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_10240,,,,,,vaccinia virus VV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCBITaxon:10245,,,,,,,,,,,,,,,,,Vaccinia virus,,,,,,,,http://purl.obolibrary.org/obo/ncbitaxon.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/NCBITaxon_93934,Coturnix japonica,Japanese quail|Coturnix coturnix japonica,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_9005,,,,,,Japanese quail|Coturnix coturnix japonica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCBITaxon:93934,,,,,,,,,,,,,,,,,Coturnix japonica,,,,,,,,http://purl.obolibrary.org/obo/ncbitaxon.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/ERO_0000248,transmission electron microscope,,An electron microscope that uses a high voltage electron beam to create an image.,false,,,http://purl.obolibrary.org/obo/OBI_0000990,,,,,,,,,,,,,,,,,,,,An electron microscope that uses a high voltage electron beam to create an image.,,http://en.wikipedia.org/wiki/Electron_microscope#Transmission_electron_microscope_.28TEM.29,,,,,,,,,,,,transmission electron microscope,For use in imaging of biological molecules.,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/OBI_0000453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERO:0000248,,,,,,,,,,,,,,,,,transmission electron microscope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON: Karen Corday,,,,,,,,,,,
http://purl.obolibrary.org/obo/ERO_0000872,laser doppler blood flow monitor,,"A measurement device used for non-invasive, continuous measurement of microcirculation. The technique is based on the values of the Doppler Effect of low-power laser light scattered randomly by static structures and moving tissue particulates.",false,,,http://purl.obolibrary.org/obo/ERO_0000004,,,,,,,,,,,,,,,,,,,,"A measurement device used for non-invasive, continuous measurement of microcirculation. The technique is based on the values of the Doppler Effect of low-power laser light scattered randomly by static structures and moving tissue particulates.",,http://www.nlm.nih.gov/cgi/mesh/2010/MB_cgi,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERO:0000872,,,,,,,,,,,,,,,,,laser doppler blood flow monitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON: Nicole Vasilevsky,,,,,,,,,,,
http://purl.obolibrary.org/obo/NCBITaxon_30073,Ephemeroptera,mayflies,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_50557,,,,,,mayflies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCBITaxon:30073,,,,,,,,,,,,,,,,,Ephemeroptera,,,,,,,,http://purl.obolibrary.org/obo/ncbitaxon.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/ERO_0000861,stimulus isolator,,An instrument that provides isolated electrical stimulation to tissues in either constant currents or constant voltages.,false,,,http://purl.obolibrary.org/obo/ERO_0000004,,,,,,,,,,,,,,,,,,,,An instrument that provides isolated electrical stimulation to tissues in either constant currents or constant voltages.,,http://www.harvardapparatus.com/webapp/wcs/stores/servlet/haicat3_10001_11051_37793_-1_HAI_Categories__37757_37791,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERO:0000861,,,,,,,,,,,,,,,,,stimulus isolator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON: Nicole Vasilevsky,,,,,,,,,,,
http://www.ebi.ac.uk/swo/data/SWO_3000041,Text file format,,,false,,,http://purl.obolibrary.org/obo/IAO_0000098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text file format,,,,,,,,http://purl.obolibrary.org/obo/swo.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0400171,animal cage,laboratory cage,a processed material which has the function to define a bounded habitat which is amenable to keeping animals.,false,,,http://purl.obolibrary.org/obo/ERO_0000004,,,,,,laboratory cage,,,,,,,,,,,,,,a processed material which has the function to define a bounded habitat which is amenable to keeping animals.,,OBI biomaterial branch,,,,,,,,,,,,animal cage,PMID: 18246864.Barthold SW.Effects of cage density on behavior in young adult mice.,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0400171,,,,,,,,,,,,,,,,,animal cage,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON: Phillippe Rocca-Serra,,,,,,,,,,,
http://purl.obolibrary.org/obo/NCBITaxon_99300,Rehmannia glutinosa,Chinese foxglove,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_33090,,,,,,Chinese foxglove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCBITaxon:99300,,,,,,,,,,,,,,,,,Rehmannia glutinosa,,,,,,,,http://purl.obolibrary.org/obo/ncbitaxon.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/NCBITaxon_265764,Eleutherococcus gracilistylus,Acanthopanax gracilistylus W.W.Sm.|Acanthopanax gracilistylus|Eleutherococcus gracilistylus (W.W.Sm.) S.Y.Hu,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_50304,,,,,,Acanthopanax gracilistylus W.W.Sm.|Acanthopanax gracilistylus|Eleutherococcus gracilistylus (W.W.Sm.) S.Y.Hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCBITaxon:265764,,,,,,,,,,,,,,,,,Eleutherococcus gracilistylus,,,,,,,,http://purl.obolibrary.org/obo/ncbitaxon.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0000607,high resolution magic angle spin probe,"high resolution MAS, hr-MAS","Samples that are neither solid nor liquid, being of biological, chemical, or pharmaceutical interest, reveal highly resolved spectra when magic angle spinning is applied. The correct solution is a gradient, such that the field varies along the spinner axis. This so-called Magic Angle Gradient is employed in Brukers high resolution Magic Angle Spinning (hr-MAS) probes, and is implemented in such a way that it is compatible with the stator and does not interfere with the sample eject or insert. Bruker BioSpin has developed a series of dedicated probes for standard bore magnets to accommodate the rapidly expanding field of hr-MAS. These probes are available in double (e.g. 1H and 13C) and triple resonance (e.g. 1H, 13C, 15N) modes and come equipped with a deuterium lock channel. The probes have automatic sample ejection and insertion capability, with the availability of an optional sample changer, enabling fully automated sample runs. Probes can be equipped with an optional B0 gradient, directed along the magic angle, so that gradient spectroscopy can be done used.",false,,,http://purl.obolibrary.org/obo/OBI_0000516,,,,,,"high resolution MAS, hr-MAS",,,,,,,,,,,NMR probe,,,"Samples that are neither solid nor liquid, being of biological, chemical, or pharmaceutical interest, reveal highly resolved spectra when magic angle spinning is applied. The correct solution is a gradient, such that the field varies along the spinner axis. This so-called Magic Angle Gradient is employed in Brukers high resolution Magic Angle Spinning (hr-MAS) probes, and is implemented in such a way that it is compatible with the stator and does not interfere with the sample eject or insert. Bruker BioSpin has developed a series of dedicated probes for standard bore magnets to accommodate the rapidly expanding field of hr-MAS. These probes are available in double (e.g. 1H and 13C) and triple resonance (e.g. 1H, 13C, 15N) modes and come equipped with a deuterium lock channel. The probes have automatic sample ejection and insertion capability, with the availability of an optional sample changer, enabling fully automated sample runs. Probes can be equipped with an optional B0 gradient, directed along the magic angle, so that gradient spectroscopy can be done used.",,GROUP:<http://msi-ontology.sourceforge.net>|http://msi-ontology.sourceforge.net/ontology/NMR.owl#msi_400192,,,,,,,,,,,,high resolution magic angle spin probe,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0000607,,,,,,,,,,,,,,,,,high resolution magic angle spin probe,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON:Daniel Schober,,,,,,,,,,,
http://purl.obolibrary.org/obo/NCBITaxon_4217,Arctium lappa,great burdock,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_33090,,,,,,great burdock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCBITaxon:4217,,,,,,,,,,,,,,,,,Arctium lappa,,,,,,,,http://purl.obolibrary.org/obo/ncbitaxon.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/ERO_0000795,cage washer,,An instrument that is used to clean the cages used to house organisms.,false,,,http://purl.obolibrary.org/obo/ERO_0000004,,,,,,,,,,,,,,,,,,,,An instrument that is used to clean the cages used to house organisms.,,PERSON: Nicole Vasilevsky,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERO:0000795,,,,,,,,,,,,,,,,,cage washer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON: Nicole Vasilevsky,,,,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001204,SNP microarray,,a DNA microarray used to detect polymorphisms in DNA samples,false,,,http://purl.obolibrary.org/obo/OBI_0400148,,,,,,,,,,,,,,,,,,,,a DNA microarray used to detect polymorphisms in DNA samples,,EFO_0002703 SNP array,,,,,,,,,,,,SNP microarray,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0001204,,,,,,,,,,,,,,,,,SNP microarray,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Person: Helen Parkinson,,,,,,,,,,,
http://purl.obolibrary.org/obo/NCBITaxon_74635,Rosa canina,dog briar,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_3764,,,,,,dog briar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCBITaxon:74635,,,,,,,,,,,,,,,,,Rosa canina,,,,,,,,http://purl.obolibrary.org/obo/ncbitaxon.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/NCBITaxon_83951,Oroxylum indicum,broken bones plant|kampong|Oroxylum indicum (L.) Vent.|tree of Damocles|midnight horror,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_33090,,,,,,broken bones plant|kampong|Oroxylum indicum (L.) Vent.|tree of Damocles|midnight horror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCBITaxon:83951,,,,,,,,,,,,,,,,,Oroxylum indicum,,,,,,,,http://purl.obolibrary.org/obo/ncbitaxon.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/ERO_0001976,Caucasian of European descent,,An ethnic group comprised of persons having origins in any of the original peoples the European countries.,false,,,http://purl.obolibrary.org/obo/ERO_0001975,,,,,,,,,,,,,,,,,,,,An ethnic group comprised of persons having origins in any of the original peoples the European countries.,,PERSON:Matthew Brush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERO:0001976,,,,,,,,,,,,,,,,,Caucasian of European descent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON:Matthew Brush,,,,,,,,,,,
http://www.ebi.ac.uk/efo/swo/SWO_0000315,Pearson correlation estimator,,,false,,,http://purl.obolibrary.org/obo/IAO_0000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pearson correlation estimator,,,,,,,,http://purl.obolibrary.org/obo/swo.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0000618,size exclusion column,,A size exclusion column is a chromatography column as used in size exclusion chromatography and which enables the separation of mixtures according to differrences in molecular size.,false,,,http://purl.obolibrary.org/obo/ERO_0000004,,,,,,,,,,,,,,,,,,,,A size exclusion column is a chromatography column as used in size exclusion chromatography and which enables the separation of mixtures according to differrences in molecular size.,,GROUP:<http://msi-ontology.sourceforge.net>|http://msi-ontology.sourceforge.net/ontology/CHROM.owl#msi_01100,,,,,,,,,,,,size exclusion column,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0000618,,,,,,,,,,,,,,,,,size exclusion column,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON:Daniel Schober,,,,,,,,,,,
http://www.ebi.ac.uk/efo/swo/SWO_0000106,PCMG,,"PCMG- a bipartite graph in which one set of nodes represents proteins, the other set represents complexes, and an edge from a protein node to a complex node represents membership of the protein in that complex.",false,,,http://purl.obolibrary.org/obo/IAO_0000064,,,,,,,,,,,,,,,,,,,,"PCMG- a bipartite graph in which one set of nodes represents proteins, the other set represents complexes, and an edge from a protein node to a complex node represents membership of the protein in that complex.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCMG,,,,,,,,http://purl.obolibrary.org/obo/swo.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/NCBITaxon_69266,Vaccinium corymbosum,American blueberry|highbush blueberry,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_13749,,,,,,American blueberry|highbush blueberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCBITaxon:69266,,,,,,,,,,,,,,,,,Vaccinium corymbosum,,,,,,,,http://purl.obolibrary.org/obo/ncbitaxon.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/ERO_0001032,bipolar electrosurgical generator,,"An instrument used for biopolar electrosurgery, where both the active electrode and return electrode functions are performed at the site of surgery. In biopolar electrosurgery, the current flows from the generator to the instrument, typically forceps. One tine of the forceps acts as the active electrode and directs the current through the patient tissue to the other tine, which acts as the return electrode and enables the flow to return to the generator to complete the circuit.",false,,,http://purl.obolibrary.org/obo/ERO_0000004,,,,,,,,,,,,,,,,,,,,"An instrument used for biopolar electrosurgery, where both the active electrode and return electrode functions are performed at the site of surgery. In biopolar electrosurgery, the current flows from the generator to the instrument, typically forceps. One tine of the forceps acts as the active electrode and directs the current through the patient tissue to the other tine, which acts as the return electrode and enables the flow to return to the generator to complete the circuit.",,http://www.corexcel.com/rw/html/body_electrosurgery_page1.htm,,,,,,,,,,,,,"Can be used too cut, coagulate, desiccate, or fulgurate biological tissue.",,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERO:0001032,,,,,,,,,,,,,,,,,bipolar electrosurgical generator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON: Nicole Vasilevsky,,,,,,,,,,,
